ts,cfg,epoch,bodies_mean,n_bodies,peak_mib,total_peak_mib
1788553556,rtg_e31_s3,198,12.3,12,4842,12578
1788553683,rtg_e31_s2,202,17.95,18,7380,13556
1788553683,rtg_e31_s3,199,12.2,12,5780,13556
1788553812,rtg_e31_s2,203,17.8,18,7380,13556
1788553812,rtg_e31_s3,199,12.2,12,5780,13556
1788553939,rtg_e31_s2,205,17.75,18,5924,10214
1788553939,rtg_e31_s3,201,12.05,12,3894,10214
1788554066,rtg_e31_s2,205,17.75,18,4612,10808
1788554066,rtg_e31_s3,201,12.05,12,5800,10808
1788554193,rtg_e31_s2,206,18.1,18,5892,11126
1788554193,rtg_e31_s3,202,11.95,12,5800,11126
1788554320,rtg_e31_s2,208,17.85,18,5974,11208
1788554320,rtg_e31_s3,203,12.05,12,4838,11208
1788554447,rtg_e31_s2,208,17.85,18,7244,12484
1788554447,rtg_e31_s3,203,12.05,12,4844,12484
1788554575,rtg_e31_s2,209,17.85,18,6002,11240
1788554575,rtg_e31_s3,204,12.1,12,4842,11240
1788554703,rtg_e31_s2,210,18.05,18,6002,11240
1788554703,rtg_e31_s3,205,12.1,12,4842,11240
1788554830,rtg_e31_s2,211,18.15,18,5918,11140
1788554830,rtg_e31_s3,205,12.1,12,4826,11140
1788554955,rtg_e31_s2,212,17.95,18,7324,13496
1788554955,rtg_e31_s3,206,12.0,12,5776,13496
1788555082,rtg_e31_s2,213,18.1,18,7324,12540
1788555082,rtg_e31_s3,207,12.05,12,4820,12540
1788555208,rtg_e31_s2,214,18.0,18,5938,11164
1788555208,rtg_e31_s3,208,12.0,12,4830,11164
1788555333,rtg_e31_s2,215,18.0,18,6018,11236
1788555333,rtg_e31_s3,209,12.15,12,4822,11236
1788555460,rtg_e31_s2,216,18.1,18,7378,12606
1788555460,rtg_e31_s3,209,12.15,12,4832,12606
1788555586,rtg_e31_s2,217,17.9,18,7350,11624
1788555586,rtg_e31_s3,210,12.1,12,4832,11624
1788555712,rtg_e31_s2,218,17.95,18,8842,14058
1788555712,rtg_e31_s3,211,12.05,12,4820,14058
1788555839,rtg_e31_s2,219,17.95,18,8842,14458
1788555839,rtg_e31_s3,212,12.05,12,6716,14458
1788555967,rtg_e31_s2,220,17.95,18,7428,14458
1788555967,rtg_e31_s3,213,12.05,12,6716,14458
1788556092,rtg_e31_s2,221,18.05,18,7428,12646
1788556092,rtg_e31_s3,214,12.05,12,4822,12646
1788556219,rtg_e31_s2,223,18.05,18,4606,8888
1788556219,rtg_e31_s3,215,12.0,12,3886,8888
1788556347,rtg_e31_s2,224,18.05,18,5938,10226
1788556347,rtg_e31_s3,216,12.0,12,3892,10226
1788556474,rtg_e31_s2,225,18.0,18,5938,10226
1788556474,rtg_e31_s3,217,12.0,12,3892,10226
1788556602,rtg_e31_s2,225,18.0,18,6022,12194
1788556602,rtg_e31_s3,217,12.0,12,5776,12194
1788556729,rtg_e31_s2,227,18.0,18,5920,11138
1788556729,rtg_e31_s3,218,12.1,12,5776,11138
1788556857,rtg_e31_s2,227,18.0,18,5994,12072
1788556857,rtg_e31_s3,219,12.2,12,5764,12072
1788556985,rtg_e31_s2,228,18.0,18,5912,12072
1788556985,rtg_e31_s3,220,12.1,12,5764,12072
1788557111,rtg_e31_s2,229,18.05,18,7436,12660
1788557111,rtg_e31_s3,220,12.1,12,4828,12660
1788557238,rtg_e31_s2,230,17.9,18,7308,10382
1788557238,rtg_e31_s3,221,12.05,12,2678,10382
1788557366,rtg_e31_s2,231,18.1,18,6028,11270
1788557366,rtg_e31_s3,221,12.05,12,4846,11270
1788557493,rtg_e31_s2,232,18.15,18,4536,8810
1788557493,rtg_e31_s3,222,12.1,12,3878,8810
1788557620,rtg_e31_s2,233,18.0,18,7438,11718
1788557620,rtg_e31_s3,223,12.15,12,3884,11718
1788557747,rtg_e31_s2,233,18.0,18,7438,11718
1788557747,rtg_e31_s3,223,12.15,12,3884,11718
1788557874,rtg_e31_s2,235,17.95,18,6020,11256
1788557874,rtg_e31_s3,224,12.0,12,4840,11256
1788558000,rtg_e31_s2,236,18.0,18,6020,12110
1788558000,rtg_e31_s3,225,12.1,12,5782,12110
1788558128,rtg_e31_s2,237,18.1,18,6020,12230
1788558128,rtg_e31_s3,226,12.2,12,5814,12230
1788558255,rtg_e31_s2,237,18.1,18,6020,12230
1788558255,rtg_e31_s3,226,12.2,12,5814,12230
1788558382,rtg_e31_s2,239,18.3,18,6034,10316
1788558382,rtg_e31_s3,227,12.1,12,3886,10316
1788558511,rtg_e31_s2,240,18.15,18,6034,11152
1788558511,rtg_e31_s3,228,12.05,12,4828,11152
1788558637,rtg_e31_s2,241,18.05,18,6016,11152
1788558637,rtg_e31_s3,229,12.0,12,4828,11152
1788558763,rtg_e31_s2,242,18.2,18,6016,10290
1788558763,rtg_e31_s3,230,12.1,12,3878,10290
1788558889,rtg_e31_s2,243,18.0,18,8858,13132
1788558889,rtg_e31_s3,231,12.15,12,3878,13132
1788559015,rtg_e31_s2,244,18.1,18,8858,14058
1788559015,rtg_e31_s3,232,12.1,12,4848,14058
1788559142,rtg_e31_s2,245,18.15,18,6006,10276
1788559142,rtg_e31_s3,233,12.0,12,3874,10276
1788559269,rtg_e31_s2,246,18.2,18,6014,10290
1788559269,rtg_e31_s3,233,12.0,12,3880,10290
1788559398,rtg_e31_s2,248,18.15,18,6014,11158
1788559398,rtg_e31_s3,234,12.1,12,4828,11158
1788559525,rtg_e31_s2,248,18.15,18,5934,11158
1788559525,rtg_e31_s3,234,12.1,12,4828,11158
1788559652,rtg_e31_s2,249,18.05,18,6010,12186
1788559652,rtg_e31_s3,235,12.0,12,5780,12186
1788559779,rtg_e31_s2,250,18.15,18,5922,11136
1788559779,rtg_e31_s3,236,12.05,12,4818,11136
1788559908,rtg_e31_s2,251,18.05,18,7410,12618
1788559908,rtg_e31_s3,237,12.0,12,4818,12618
1788560035,rtg_e31_s2,251,18.05,18,7410,12618
1788560035,rtg_e31_s3,238,12.0,12,4832,12618
1788560162,rtg_e31_s2,252,18.05,18,4604,9742
1788560162,rtg_e31_s3,238,12.0,12,4832,9742
1788560288,rtg_e31_s2,253,18.25,18,7324,12548
1788560288,rtg_e31_s3,239,12.05,12,4828,12548
1788560414,rtg_e31_s2,254,18.05,18,7412,12636
1788560414,rtg_e31_s3,239,12.05,12,4828,12636
1788560541,rtg_e31_s2,256,18.25,18,4512,9724
1788560541,rtg_e31_s3,240,12.0,12,4816,9724
1788560667,rtg_e31_s2,258,18.1,18,7418,11696
1788560667,rtg_e31_s3,242,12.0,12,3882,11696
1788560794,rtg_e31_s2,259,17.95,18,5956,10230
1788560794,rtg_e31_s3,243,12.0,12,3880,10230
1788560919,rtg_e31_s2,260,18.05,18,5998,10272
1788560919,rtg_e31_s3,243,12.0,12,3878,10272
1788561045,rtg_e31_s2,261,18.1,18,6008,10282
1788561045,rtg_e31_s3,244,12.0,12,3878,10282
1788561173,rtg_e31_s2,262,18.1,18,6008,10172
1788561173,rtg_e31_s3,245,12.0,12,3876,10172
1788561301,rtg_e31_s2,263,18.0,18,5900,10172
1788561301,rtg_e31_s3,246,12.0,12,3876,10172
1788561427,rtg_e31_s2,263,18.0,18,5994,11202
1788561427,rtg_e31_s3,246,12.0,12,4812,11202
1788561554,rtg_e31_s2,264,18.1,18,7312,12522
1788561554,rtg_e31_s3,247,12.1,12,4814,12522
1788561681,rtg_e31_s2,265,18.15,18,6016,12174
1788561681,rtg_e31_s3,248,12.0,12,5762,12174
1788561808,rtg_e31_s2,266,18.1,18,6020,10666
1788561808,rtg_e31_s3,248,12.0,12,5762,10666
1788561934,rtg_e31_s2,267,18.05,18,6020,12180
1788561934,rtg_e31_s3,249,12.0,12,5764,12180
1788562060,rtg_e31_s2,268,18.2,18,4616,8886
1788562060,rtg_e31_s3,250,12.05,12,3874,8886
1788562189,rtg_e31_s2,269,18.1,18,5968,10234
1788562189,rtg_e31_s3,251,12.0,12,3870,10234
1788562317,rtg_e31_s2,270,18.15,18,6034,10234
1788562317,rtg_e31_s3,251,12.0,12,3870,10234
1788562444,rtg_e31_s2,271,18.15,19,7420,11244
1788562444,rtg_e31_s3,252,12.0,12,4812,11244
1788562571,rtg_e31_s2,272,18.45,19,7420,12628
1788562571,rtg_e31_s3,253,12.0,12,4812,12628
1788562698,rtg_e31_s2,273,18.35,19,6050,11188
1788562698,rtg_e31_s3,254,12.0,12,4822,11188
1788562824,rtg_e31_s2,275,18.05,19,6040,11258
1788562824,rtg_e31_s3,255,12.0,12,4822,11258
1788562953,rtg_e31_s2,276,17.95,19,6040,12106
1788562953,rtg_e31_s3,256,12.0,12,5762,12106
1788563081,rtg_e31_s2,277,18.35,19,7654,12106
1788563081,rtg_e31_s3,257,12.0,12,5762,12106
1788563209,rtg_e31_s2,278,18.3,19,8838,14050
1788563209,rtg_e31_s3,257,12.0,12,4816,14050
1788563338,rtg_e31_s2,279,18.65,19,8838,14050
1788563338,rtg_e31_s3,258,12.1,12,4816,14050
1788563464,rtg_e31_s2,280,18.6,19,7694,11960
1788563464,rtg_e31_s3,258,12.1,12,3870,11960
1788563590,rtg_e31_s2,281,18.55,19,7718,12938
1788563590,rtg_e31_s3,259,12.05,12,4824,12938
1788563716,rtg_e31_s2,282,18.35,19,7718,12938
1788563716,rtg_e31_s3,260,12.05,12,4824,12938
1788563844,rtg_e31_s2,283,18.35,19,6270,11480
1788563844,rtg_e31_s3,261,12.0,12,4814,11480
1788563973,rtg_e31_s2,283,18.35,19,6270,11480
1788563973,rtg_e31_s3,262,12.0,12,4814,11480
1788564100,rtg_e31_s2,284,18.25,19,7710,10784
1788564100,rtg_e31_s3,262,12.0,12,4814,10784
1788564229,rtg_e31_s2,285,18.65,19,7710,10784
1788564229,rtg_e31_s3,263,12.05,12,4816,10784
1788564355,rtg_e31_s2,286,18.55,19,4842,9786
1788564355,rtg_e31_s3,263,12.05,12,4816,9786
1788564481,rtg_e31_s2,287,18.5,19,4842,9108
1788564481,rtg_e31_s3,264,12.0,12,3870,9108
1788564607,rtg_e31_s2,288,18.35,19,7748,12016
1788564607,rtg_e31_s3,265,12.0,12,3872,12016
1788564733,rtg_e31_s2,290,18.25,19,7748,10822
1788564733,rtg_e31_s3,266,12.0,12,3878,10822
1788564861,rtg_e31_s2,291,18.45,19,7650,12864
1788564861,rtg_e31_s3,267,12.0,12,4818,12864
1788564989,rtg_e31_s2,292,18.1,19,7650,12864
1788564989,rtg_e31_s3,268,12.0,12,4818,12864
1788565116,rtg_e31_s2,293,18.3,19,5976,11188
1788565116,rtg_e31_s3,268,12.0,12,4816,11188
1788565243,rtg_e31_s2,294,18.3,19,5966,9040
1788565243,rtg_e31_s3,269,12.0,12,2678,9040
1788565370,rtg_e31_s2,295,18.2,19,6042,11252
1788565370,rtg_e31_s3,269,12.0,12,4814,11252
1788565499,rtg_e31_s2,296,18.05,19,6042,11252
1788565499,rtg_e31_s3,270,12.0,12,4816,11252
1788565628,rtg_e31_s2,297,18.15,19,5970,11182
1788565628,rtg_e31_s3,271,12.0,12,4816,11182
1788565755,rtg_e31_s2,298,17.9,19,5940,10208
1788565755,rtg_e31_s3,272,12.0,12,4774,10208
1788565883,rtg_e31_s2,299,18.0,19,6024,9098
1788565883,rtg_e31_s3,272,12.0,12,4818,9098
1788566010,rtg_e31_s2,300,18.2,19,6024,10294
1788566010,rtg_e31_s3,273,12.05,12,3874,10294
1788566138,rtg_e31_s2,301,18.3,19,5946,9020
1788566138,rtg_e31_s3,274,12.1,12,3870,9020
1788566267,rtg_e31_s2,302,18.2,19,6006,9080
1788566267,rtg_e31_s3,275,12.0,12,3870,9080
1788566394,rtg_e31_s2,303,18.45,19,7530,12742
1788566394,rtg_e31_s3,275,12.0,12,4816,12742
1788566522,rtg_e31_s2,304,18.4,19,7530,12742
1788566522,rtg_e31_s3,276,12.0,12,4816,12742
1788566651,rtg_e31_s2,304,18.4,19,6032,10296
1788566651,rtg_e31_s3,276,12.0,12,3868,10296
1788566777,rtg_e31_s2,305,18.65,19,6062,9136
1788566777,rtg_e31_s3,277,12.0,12,3872,9136
1788566903,rtg_e31_s2,306,18.55,19,7724,12936
1788566903,rtg_e31_s3,278,12.0,12,4816,12936
1788567032,rtg_e31_s2,308,18.65,19,7724,10798
1788567032,rtg_e31_s3,279,12.0,12,3870,10798
1788567160,rtg_e31_s2,309,18.65,19,6050,10316
1788567160,rtg_e31_s3,280,12.0,12,3870,10316
1788567287,rtg_e31_s2,310,18.8,19,7502,10576
1788567287,rtg_e31_s3,281,12.0,12,3870,10576
1788567416,rtg_e31_s2,311,18.7,19,7502,10602
1788567416,rtg_e31_s3,281,12.0,12,3870,10602
1788567544,rtg_e31_s2,312,18.6,19,6336,10602
1788567544,rtg_e31_s3,282,12.0,12,3870,10602
1788567671,rtg_e31_s2,312,18.6,19,6058,10322
1788567671,rtg_e31_s3,282,12.0,12,3868,10322
1788567799,rtg_e31_s2,313,18.6,19,6330,10596
1788567799,rtg_e31_s3,283,12.0,12,3870,10596
1788567925,rtg_e31_s2,314,18.9,19,7514,11746
1788567925,rtg_e31_s3,284,12.0,12,3872,11746
1788568051,rtg_e31_s2,315,18.35,19,6068,10334
1788568051,rtg_e31_s3,285,12.0,12,3872,10334
1788568178,rtg_e31_s2,316,18.65,19,6318,10586
1788568178,rtg_e31_s3,286,12.0,12,3872,10586
1788568305,rtg_e31_s2,317,18.5,19,7502,10588
1788568305,rtg_e31_s3,287,12.0,12,3872,10588
1788568432,rtg_e31_s2,319,18.35,19,7758,12026
1788568432,rtg_e31_s3,287,12.0,12,3872,12026
1788568559,rtg_e31_s2,320,18.45,19,7758,12968
1788568559,rtg_e31_s3,288,12.0,12,4814,12968
1788568686,rtg_e31_s2,321,18.35,19,6260,10528
1788568686,rtg_e31_s3,289,12.0,12,3872,10528
1788568815,rtg_e31_s2,322,18.6,19,6260,10528
1788568815,rtg_e31_s3,290,12.0,12,3872,10528
1788568944,rtg_e31_s2,322,18.6,19,6290,10556
1788568944,rtg_e31_s3,290,12.0,12,3872,10556
1788569072,rtg_e31_s2,324,18.5,19,6290,10556
1788569072,rtg_e31_s3,292,12.05,12,3870,10556
1788569198,rtg_e31_s2,325,18.6,19,5992,10258
1788569198,rtg_e31_s3,293,12.0,12,3870,10258
1788569327,rtg_e31_s2,326,18.85,19,4874,9778
1788569327,rtg_e31_s3,293,12.0,12,4772,9778
1788569455,rtg_e31_s2,327,18.55,19,6292,9822
1788569455,rtg_e31_s3,293,12.0,12,4816,9822
1788569580,rtg_e31_s2,328,18.5,19,6294,11508
1788569580,rtg_e31_s3,294,11.95,12,4818,11508
1788569707,rtg_e31_s2,329,18.3,19,6040,10306
1788569707,rtg_e31_s3,295,12.05,12,3870,10306
1788569833,rtg_e31_s2,330,18.45,19,6038,11244
1788569833,rtg_e31_s3,296,11.75,12,4810,11244
1788569959,rtg_e31_s2,331,18.25,19,7724,11992
1788569959,rtg_e31_s3,298,11.8,12,3872,11992
1788570086,rtg_e31_s2,332,18.3,19,6018,11214
1788570086,rtg_e31_s3,298,11.8,12,4800,11214
1788570212,rtg_e31_s2,333,18.65,19,6290,9364
1788570212,rtg_e31_s3,299,11.75,12,2678,9364
1788570340,rtg_e31_s2,334,18.3,19,6284,12136
1788570340,rtg_e31_s3,299,11.75,12,5708,12136
1788570468,rtg_e31_s2,335,18.35,19,6284,11470
1788570468,rtg_e31_s3,300,11.95,12,4790,11470
1788570594,rtg_e31_s2,336,18.35,19,6304,12426
1788570594,rtg_e31_s3,301,11.95,12,5726,12426
1788570720,rtg_e31_s2,337,18.45,19,6304,11506
1788570720,rtg_e31_s3,302,11.9,12,4806,11506
1788570846,rtg_e31_s2,339,18.5,19,6022,9294
1788570846,rtg_e31_s3,303,11.85,12,3874,9294
1788570974,rtg_e31_s2,340,18.35,19,6024,11210
1788570974,rtg_e31_s3,304,11.9,12,4790,11210
1788571102,rtg_e31_s2,340,18.35,19,6024,11210
1788571102,rtg_e31_s3,304,11.9,12,4790,11210
1788571230,rtg_e31_s2,342,18.6,19,6026,10280
1788571230,rtg_e31_s3,305,11.85,12,3858,10280
1788571358,rtg_e31_s2,343,18.55,19,6288,12396
1788571358,rtg_e31_s3,306,11.9,12,5712,12396
1788571487,rtg_e31_s2,344,18.25,19,7458,12640
1788571487,rtg_e31_s3,307,11.85,12,5712,12640
1788571615,rtg_e31_s2,345,18.35,19,7720,12900
1788571615,rtg_e31_s3,308,11.7,12,4786,12900
1788571743,rtg_e31_s2,346,18.3,19,7722,12904
1788571743,rtg_e31_s3,308,11.7,12,4786,12904
1788571869,rtg_e31_s2,347,18.1,19,4856,10044
1788571869,rtg_e31_s3,309,11.65,12,4792,10044
1788571996,rtg_e31_s2,348,18.05,19,6008,11192
1788571996,rtg_e31_s3,310,11.75,12,4792,11192
1788572122,rtg_e31_s2,349,18.25,19,9122,12196
1788572122,rtg_e31_s3,311,11.8,12,4788,12196
1788572248,rtg_e31_s2,350,18.15,19,9122,14288
1788572248,rtg_e31_s3,311,11.8,12,4770,14288
1788572374,rtg_e31_s2,351,18.4,19,6046,11224
1788572374,rtg_e31_s3,312,11.95,12,4782,11224
1788572502,rtg_e31_s2,352,18.35,19,6046,11174
1788572502,rtg_e31_s3,313,11.8,12,4786,11174
1788572629,rtg_e31_s2,353,18.2,19,6092,11268
1788572629,rtg_e31_s3,314,11.8,12,4780,11268
1788572757,rtg_e31_s2,354,18.3,19,6092,11268
1788572757,rtg_e31_s3,314,11.8,12,4780,11268
1788572884,rtg_e31_s2,355,18.25,19,6080,12212
1788572884,rtg_e31_s3,315,11.85,12,5736,12212
1788573010,rtg_e31_s2,356,18.45,19,6080,12212
1788573010,rtg_e31_s3,316,11.9,12,5736,12212
1788573137,rtg_e31_s2,357,18.4,19,6268,14190
1788573137,rtg_e31_s3,317,12.05,12,7528,14190
1788573263,rtg_e31_s2,358,18.6,19,6010,13932
1788573263,rtg_e31_s3,318,11.7,12,7528,13932
1788573390,rtg_e31_s2,359,18.55,19,4850,10664
1788573390,rtg_e31_s3,318,11.7,12,5698,10664
1788573519,rtg_e31_s2,361,18.2,19,6276,11448
1788573519,rtg_e31_s3,320,12.0,12,5698,11448
1788573649,rtg_e31_s2,362,18.2,19,6276,11448
1788573649,rtg_e31_s3,321,11.65,12,4776,11448
1788573776,rtg_e31_s2,362,18.2,19,7432,11692
1788573776,rtg_e31_s3,321,11.65,12,3864,11692
1788573904,rtg_e31_s2,363,18.1,19,6064,10318
1788573904,rtg_e31_s3,322,11.8,12,3858,10318
1788574031,rtg_e31_s2,364,18.15,19,6064,10318
1788574031,rtg_e31_s3,323,11.9,12,3858,10318
1788574158,rtg_e31_s2,365,18.15,19,6088,11266
1788574158,rtg_e31_s3,323,11.9,12,4782,11266
1788574284,rtg_e31_s2,366,18.2,19,8814,14934
1788574284,rtg_e31_s3,324,12.0,12,5726,14934
1788574411,rtg_e31_s2,367,17.9,19,4662,10784
1788574411,rtg_e31_s3,325,11.5,12,5726,10784
1788574537,rtg_e31_s2,368,18.15,18,6052,11232
1788574537,rtg_e31_s3,326,11.9,12,5718,11232
1788574663,rtg_e31_s2,370,18.05,18,6054,11232
1788574663,rtg_e31_s3,327,12.0,12,4784,11232
1788574789,rtg_e31_s2,371,18.1,18,5958,10742
1788574789,rtg_e31_s3,328,11.7,12,5694,10742
1788574916,rtg_e31_s2,371,18.1,18,4652,10742
1788574916,rtg_e31_s3,328,11.7,12,5694,10742
1788575044,rtg_e31_s2,373,18.1,18,6050,10318
1788575044,rtg_e31_s3,329,11.8,12,3872,10318
1788575172,rtg_e31_s2,374,18.05,18,6050,11136
1788575172,rtg_e31_s3,329,11.8,12,4778,11136
1788575299,rtg_e31_s2,374,18.05,18,5962,11138
1788575299,rtg_e31_s3,330,11.8,12,5696,11138
1788575426,rtg_e31_s2,375,18.15,18,4610,10702
1788575426,rtg_e31_s3,331,11.65,12,5696,10702
1788575553,rtg_e31_s2,377,18.1,18,4644,8912
1788575553,rtg_e31_s3,332,11.95,12,3872,8912
1788575681,rtg_e31_s2,379,18.1,18,4552,8820
1788575681,rtg_e31_s3,334,11.8,12,3872,8820
1788575808,rtg_e31_s2,380,18.05,18,6044,12152
1788575808,rtg_e31_s3,334,11.8,12,5712,12152
1788575937,rtg_e31_s2,381,17.85,18,5958,9032
1788575937,rtg_e31_s3,335,12.0,12,5712,9032
1788576063,rtg_e31_s2,381,17.85,18,4638,9810
1788576063,rtg_e31_s3,335,12.0,12,4776,9810
1788576190,rtg_e31_s2,382,18.15,18,4548,8810
1788576190,rtg_e31_s3,336,11.7,12,4776,8810
1788576318,rtg_e31_s2,383,18.05,18,6040,11222
1788576318,rtg_e31_s3,337,11.8,12,4786,11222
1788576445,rtg_e31_s2,384,17.9,18,5952,11136
1788576445,rtg_e31_s3,338,11.8,12,4788,11136
1788576575,rtg_e31_s2,385,18.05,18,4640,9824
1788576575,rtg_e31_s3,338,11.8,12,4788,9824
1788576702,rtg_e31_s2,386,18.05,18,4552,8820
1788576702,rtg_e31_s3,339,11.8,12,3872,8820
1788576829,rtg_e31_s2,387,18.05,18,6042,11230
1788576829,rtg_e31_s3,340,11.95,12,4792,11230
1788576957,rtg_e31_s2,388,17.95,18,5952,11036
1788576957,rtg_e31_s3,341,11.7,12,4792,11036
1788577084,rtg_e31_s2,389,17.7,18,6050,10312
1788577084,rtg_e31_s3,341,11.7,12,3866,10312
1788577211,rtg_e31_s2,390,18.15,18,4560,9738
1788577211,rtg_e31_s3,342,11.75,12,4782,9738
1788577339,rtg_e31_s2,391,18.1,18,6046,11224
1788577339,rtg_e31_s3,342,11.75,12,4782,11224
1788577467,rtg_e31_s2,392,18.05,18,7362,12540
1788577467,rtg_e31_s3,343,11.8,12,4782,12540
1788577594,rtg_e31_s2,393,18.05,18,7448,11708
1788577594,rtg_e31_s3,344,11.7,12,3864,11708
1788577721,rtg_e31_s2,395,18.05,18,5952,10212
1788577721,rtg_e31_s3,345,11.8,12,3864,10212
1788577849,rtg_e31_s2,395,18.05,18,6032,10296
1788577849,rtg_e31_s3,346,11.95,12,3868,10296
1788577976,rtg_e31_s2,397,18.05,18,6032,10296
1788577976,rtg_e31_s3,347,12.0,12,3868,10296
1788578104,rtg_e31_s2,397,18.05,18,6040,10296
1788578104,rtg_e31_s3,347,12.0,12,3860,10296
1788578230,rtg_e31_s2,399,17.9,18,5948,12064
1788578230,rtg_e31_s3,348,11.85,12,5722,12064
1788578355,rtg_e31_s2,399,17.9,18,2752,8870
1788578355,rtg_e31_s3,349,11.7,12,5722,8870
1788578479,rtg_e31_s3,350,11.95,12,5706,6101
1788578605,rtg_e31_s3,351,11.85,12,3876,5690
1788578731,rtg_e31_s1,4,17.65,22,8126,14254
1788578731,rtg_e31_s3,352,11.7,12,5732,14254
1788578857,rtg_e31_s1,5,17.2,21,5980,9054
1788578857,rtg_e31_s3,353,11.9,12,5732,9054
1788578983,rtg_e31_s1,6,17.6,19,7512,13654
1788578983,rtg_e31_s3,353,11.9,12,5748,13654
1788579111,rtg_e31_s1,7,17.6,21,7512,10586
1788579111,rtg_e31_s3,354,11.9,12,4796,10586
1788579238,rtg_e31_s1,7,17.6,21,4670,9862
1788579238,rtg_e31_s3,355,11.7,12,4796,9862
1788579363,rtg_e31_s1,8,17.7,20,6244,12332
1788579363,rtg_e31_s3,355,11.7,12,5736,12332
1788579489,rtg_e31_s1,9,19.6,22,6246,12304
1788579489,rtg_e31_s3,356,11.9,12,5736,12304
1788579617,rtg_e31_s1,10,18.9,22,6246,11400
1788579617,rtg_e31_s3,357,11.85,12,4776,11400
1788579744,rtg_e31_s1,10,18.9,22,6224,11396
1788579744,rtg_e31_s3,358,11.8,12,4776,11396
1788579869,rtg_e31_s1,11,19.1,23,7674,11930
1788579869,rtg_e31_s3,359,11.6,12,3860,11930
1788579996,rtg_e31_s1,11,19.1,23,7674,11930
1788579996,rtg_e31_s3,359,11.6,12,4764,11930
1788580124,rtg_e31_s1,13,18.55,20,6182,11342
1788580124,rtg_e31_s3,361,11.7,12,4764,11342
1788580253,rtg_e31_s1,14,18.1,20,4692,8942
1788580253,rtg_e31_s3,362,11.7,12,3854,8942
1788580379,rtg_e31_s1,14,18.1,20,7560,11808
1788580379,rtg_e31_s3,362,11.7,12,3852,11808
1788580508,rtg_e31_s1,15,18.2,19,7560,10634
1788580508,rtg_e31_s3,363,11.75,12,4754,10634
1788580637,rtg_e31_s1,16,18.45,18,4652,9802
1788580637,rtg_e31_s3,364,11.75,12,4754,9802
1788580762,rtg_e31_s1,16,18.45,18,8862,14020
1788580762,rtg_e31_s3,365,11.6,12,4762,14020
1788580889,rtg_e31_s1,17,18.1,17,5980,12984
1788580889,rtg_e31_s3,365,11.6,12,6608,12984
1788581015,rtg_e31_s1,18,18.3,17,7334,12984
1788581015,rtg_e31_s3,366,11.65,12,6608,12984
1788581142,rtg_e31_s1,18,18.3,17,7334,12514
1788581142,rtg_e31_s3,367,11.4,12,4784,12514
1788581269,rtg_e31_s1,19,16.6,16,5900,11048
1788581269,rtg_e31_s3,368,11.8,12,4752,11048
1788581395,rtg_e31_s1,20,17.35,15,5892,11982
1788581395,rtg_e31_s3,369,11.65,12,5694,11982
1788581523,rtg_e31_s1,21,16.9,16,4502,10566
1788581523,rtg_e31_s3,370,11.7,12,5668,10566
1788581650,rtg_e31_s1,22,16.7,16,5812,8886
1788581650,rtg_e31_s3,371,11.65,12,4762,8886
1788581776,rtg_e31_s1,23,16.6,16,7142,12284
1788581776,rtg_e31_s3,371,11.65,12,4762,12284
1788581904,rtg_e31_s1,23,16.6,16,7142,13092
1788581904,rtg_e31_s3,372,11.55,12,5660,13092
1788582032,rtg_e31_s1,24,16.5,16,7036,13092
1788582032,rtg_e31_s3,373,11.55,12,5660,13092
1788582159,rtg_e31_s1,25,16.75,16,5748,11808
1788582159,rtg_e31_s3,374,11.7,12,5664,11808
1788582286,rtg_e31_s1,26,16.4,16,6998,12166
1788582286,rtg_e31_s3,375,11.6,12,4772,12166
1788582415,rtg_e31_s1,27,15.15,15,6998,12166
1788582415,rtg_e31_s3,376,11.7,12,5678,12166
1788582542,rtg_e31_s1,28,15.35,15,5686,10450
1788582542,rtg_e31_s3,377,12.1,12,5678,10450
1788582668,rtg_e31_s1,29,15.4,15,5686,9972
1788582668,rtg_e31_s3,377,12.1,12,3890,9972
1788582794,rtg_e31_s1,29,15.4,15,5552,9836
1788582794,rtg_e31_s3,378,12.05,12,3890,9836
1788582924,rtg_e31_s1,30,15.55,15,6140,12278
1788582924,rtg_e31_s3,379,11.85,12,5742,12278
1788583053,rtg_e31_s1,30,15.55,15,6140,12278
1788583053,rtg_e31_s3,380,11.85,12,5742,12278
1788583180,rtg_e31_s1,31,15.2,15,5548,10762
1788583180,rtg_e31_s3,380,11.85,12,4818,10762
1788583307,rtg_e31_s1,32,14.75,14,5548,9162
1788583307,rtg_e31_s3,381,11.9,12,3884,9162
1788583436,rtg_e31_s1,33,14.9,14,6074,12226
1788583436,rtg_e31_s3,382,11.95,12,5756,12226
1788583563,rtg_e31_s1,33,14.9,14,6074,12226
1788583563,rtg_e31_s3,383,11.75,12,5756,12226
1788583689,rtg_e31_s1,34,14.8,15,5462,10656
1788583689,rtg_e31_s3,383,11.75,12,4798,10656
1788583815,rtg_e31_s1,35,14.95,15,5462,8550
1788583815,rtg_e31_s3,384,11.8,12,3878,8550
1788583942,rtg_e31_s1,35,14.95,15,4278,10412
1788583942,rtg_e31_s3,384,11.8,12,6630,10412
1788584068,rtg_e31_s1,36,14.6,15,5424,12450
1788584068,rtg_e31_s3,385,11.7,12,6630,12450
1788584195,rtg_e31_s1,37,15.05,13,4850,10024
1788584195,rtg_e31_s3,387,11.5,12,4780,10024
