epoch,alpha,control_log_std,attr_log_std,n_bodies,n_motors,mass,limb_len_mean,gear_mean,topo,distinct_topologies,top_topology_share,sampled_bodies_mean,pop_motors_mean,pop_motors_max,p_act1,p_act4,design_failed,eval_fall_rate,eval_goal_rate,eval_max_fwd,eval_R_mean,r_fall_return,r_fwd_return
32,0.9877119999685428,-1.6054520915179016,-2.312137866770763,15,7,0.9326661936326565,0.34923938633555535,162.75966672319223,da899e309e95,20,0.05,15.85,7.0,10,1.0,1.0,0,,,,,,
33,0.9873279999675597,-1.6100080190585315,-2.312684251396064,14,7,0.8980580085974319,0.3565901267803202,163.93950374763222,3e4a7ce0a450,19,0.1,15.15,6.6,8,1.0,1.0,0,,,,,,
34,0.9869439999665767,-1.612169258864744,-2.3130051954800237,15,7,0.9307805408038763,0.3496135706304758,165.17111309794828,f66e6ca7c700,19,0.1,16.05,6.7,8,1.0,1.0,0,0.0,0.0,0.2891532087704857,-677.7461311398451,0.9587826793755224,-0.0608566342525948
35,0.9865599999655936,-1.6138535135133152,-2.3129193398499424,15,7,0.9274888887849528,0.34972325724552306,165.83686440609532,f66e6ca7c700,18,0.1,14.95,6.75,8,1.0,1.0,0,,,,,,
36,0.9861759999646106,-1.6193851224253037,-2.3136668208047095,14,7,0.8884060224862526,0.35458132694922134,167.04887208455096,3e4a7ce0a450,20,0.05,15.35,6.7,8,1.0,1.0,0,,,,,,
37,0.9857919999636275,-1.623797813206965,-2.314175316928299,14,7,0.8883498153570024,0.35382785424852775,168.04152658966743,3e4a7ce0a450,20,0.05,15.4,6.95,9,1.0,1.0,0,,,,,,
38,0.9854079999626445,-1.6259799365379106,-2.3151476034397747,14,7,0.8900964907920141,0.3547476790476602,169.8655335064017,3e4a7ce0a450,18,0.1,14.5,6.3,8,1.0,1.0,0,,,,,,
39,0.9850239999616615,-1.6293765438851293,-2.3164691089222993,14,7,0.8859628002327404,0.35372477203378205,170.39846685616254,3e4a7ce0a450,19,0.1,15.15,6.65,8,1.0,1.0,0,0.0,0.0,0.30631916708818807,-690.1167737532412,,-0.16387586866285891
40,0.9846399999606784,-1.631454753145441,-2.3161918793459093,14,7,0.8826588110070243,0.3520182096368481,169.6109751877809,3e4a7ce0a450,17,0.15,14.95,6.9,8,1.0,1.0,0,,,,,,
41,0.9842559999596954,-1.635122985550459,-2.315917516729091,14,7,0.8856005157378346,0.3534175463955847,171.10374636073587,3e4a7ce0a450,19,0.1,15.55,6.6,8,1.0,1.0,0,,,,,,
42,0.9838719999587123,-1.638007270724057,-2.3163730507617806,14,7,0.8844399396359622,0.35267357863869125,171.90450620263437,3e4a7ce0a450,19,0.1,14.6,6.65,8,1.0,1.0,0,,,,,,
43,0.9834879999577293,-1.640723244647057,-2.3163539409624714,14,7,0.886283981830051,0.3531462929831202,171.95477781588664,3e4a7ce0a450,20,0.05,15.45,6.85,9,1.0,1.0,0,,,,,,
44,0.9831039999567462,-1.6444037156366589,-2.317235608455804,14,7,0.8843244141033623,0.35261593790417395,173.37333526192447,3e4a7ce0a450,19,0.1,15.05,6.55,8,1.0,1.0,0,0.0,0.0,0.3066371382854204,-705.4736593248,,-0.144603161555984
45,0.9827199999557632,-1.6451500180755032,-2.3176429683722746,14,7,0.8837818906868015,0.3530312596034921,174.05873779173004,3e4a7ce0a450,18,0.1,14.95,6.55,7,1.0,1.0,0,,,,,,
46,0.9823359999547802,-1.648863397472774,-2.3189253734212083,14,7,0.8927762387078839,0.3579052883902842,177.34315040905577,3e4a7ce0a450,16,0.2,14.45,6.25,7,1.0,1.0,0,,,,,,
47,0.9819519999537971,-1.6532935249140748,-2.3190772957763754,15,7,0.935521881710345,0.35567398338495665,178.61117395157325,da899e309e95,18,0.1,14.8,6.5,9,1.0,1.0,0,,,,,,
48,0.9815679999528141,-1.6556197835043858,-2.3192626192486876,15,7,0.9365018323882495,0.3545255493498241,179.68025381064552,da899e309e95,18,0.15,14.6,6.65,8,1.0,1.0,0,,,,,,
49,0.981183999951831,-1.6605493459109444,-2.3201237558923604,14,7,0.8944301693627466,0.359442072722576,177.03773452230917,3e4a7ce0a450,19,0.1,14.2,6.4,8,1.0,1.0,0,0.0,0.0,0.33130305863142606,-711.392149184614,,-0.11932529816967863
50,0.980799999950848,-1.6624855415516058,-2.3196025478637625,13,6,0.8689120200333992,0.3726834464369597,181.64713589330688,78da2e26c970,15,0.2,14.35,6.35,8,1.0,1.0,0,,,,,,
51,0.980415999949865,-1.6656771449646408,-2.32019216218814,13,6,0.8688790816757019,0.3730336740349907,181.3428329682491,78da2e26c970,17,0.1,14.1,6.75,8,1.0,1.0,0,,,,,,
52,0.9800319999488819,-1.6693526616071859,-2.3206821699568727,13,6,0.8635162152531651,0.3715070523120784,181.84178331464975,78da2e26c970,15,0.15,14.1,6.5,8,1.0,1.0,0,,,,,,
53,0.9796479999478989,-1.6708942356822447,-2.32184004255146,13,6,0.8602559899870975,0.37171464974773677,182.1863550569366,78da2e26c970,17,0.2,13.45,6.35,7,1.0,1.0,0,,,,,,
54,0.9792639999469158,-1.6722391155606198,-2.3217342712934568,13,6,0.8610095263813614,0.3721984510118692,183.80615203679145,78da2e26c970,12,0.25,13.0,5.95,7,1.0,1.0,0,0.0,0.0,0.301886821924547,-685.685137479107,,-0.1364227132211814
55,0.9788799999459328,-1.6760990631051835,-2.3223197694642863,13,6,0.8647789990517527,0.3742077824007244,183.93016251874988,78da2e26c970,13,0.25,13.15,6.0,7,1.0,1.0,0,,,,,,
56,0.9784959999449497,-1.6794244248829695,-2.322799746575543,13,6,0.8648534144458393,0.374360152735077,183.0517764556173,78da2e26c970,16,0.1,13.45,6.3,7,1.0,1.0,0,,,,,,
57,0.9781119999439667,-1.680350075128164,-2.3231305025236764,12,6,0.8438165500292882,0.3932277940422978,182.18929048882896,901ec8c2e00b,15,0.25,13.25,6.15,7,1.0,1.0,0,,,,,,
58,0.9777279999429836,-1.6832090174549483,-2.3234124433759322,12,6,0.8493992726753039,0.39770596742526576,184.24084904386302,901ec8c2e00b,15,0.15,13.1,6.3,8,1.0,1.0,0,,,,,,
59,0.9773439999420006,-1.6861572464016752,-2.324550929896995,12,6,0.8537016674033633,0.4001544224912346,182.58318706560172,901ec8c2e00b,14,0.15,13.15,6.2,7,1.0,1.0,0,0.0,0.0,0.47385633948381517,-703.9936066806447,,-0.07226831301167334
60,0.9769599999410176,-1.6907717287567885,-2.3252147322384116,12,6,0.860271122899427,0.4050455320671728,184.83845292729927,901ec8c2e00b,14,0.2,12.95,6.3,7,1.0,1.0,0,,,,,,
61,0.9765759999400345,-1.6943802306072484,-2.3253617288352073,12,6,0.85687620927331,0.4028943699091542,182.3476338181142,901ec8c2e00b,14,0.25,12.9,6.25,8,1.0,1.0,0,,,,,,
62,0.9761919999390515,-1.6978253276481148,-2.325022040774117,12,6,0.8628597827522855,0.4076453639661766,182.59199264978818,901ec8c2e00b,15,0.15,12.8,6.0,7,1.0,1.0,0,,,,,,
63,0.9758079999380684,-1.6994558360163572,-2.326182214191502,12,6,0.863954879804914,0.40658862337732377,184.2376759483658,901ec8c2e00b,14,0.2,12.95,6.1,7,1.0,1.0,0,,,,,,
64,0.9754239999370854,-1.7008459383089092,-2.325623162684732,12,6,0.8683345324257893,0.4092067014417431,185.31170531836077,901ec8c2e00b,13,0.2,12.9,6.2,7,1.0,1.0,0,0.5,0.0,0.49069756218688865,-206.45007732367185,0.9830723043266918,0.3206785459537707
65,0.9750399999361024,-1.7038953022064396,-2.3255933549158345,12,6,0.868396004221631,0.4102602311474277,186.54372077179025,901ec8c2e00b,11,0.45,12.4,6.1,7,1.0,1.0,0,,,,,,
66,0.9746559999351193,-1.7056921141588737,-2.32554954772151,12,6,0.8734234991256892,0.41377513212893446,190.4830972298577,901ec8c2e00b,11,0.3,12.75,6.1,7,1.0,1.0,0,,,,,,
67,0.9742719999341363,-1.707305254511382,-2.325510809834949,12,6,0.8765462540687706,0.4175901622407822,187.59169685917206,901ec8c2e00b,13,0.15,12.5,5.9,7,1.0,1.0,0,,,,,,
68,0.9738879999331532,-1.710419386956324,-2.32549903293271,12,6,0.8437397455534691,0.4118174225475256,193.52550659056797,901ec8c2e00b,8,0.25,12.55,6.0,6,1.0,1.0,0,,,,,,
69,0.9735039999321703,-1.7132106437577914,-2.325999933778189,12,6,0.8445336765507543,0.4127618467963712,194.17168749933862,901ec8c2e00b,9,0.35,12.55,6.2,7,1.0,1.0,0,0.4,0.0,0.7012395809306631,-276.4453683513378,0.9882266385033562,0.4570035800084463
70,0.9731199999311873,-1.7155277828438376,-2.326666855007629,12,6,0.8386121437880968,0.41360272594356107,196.3960058402021,901ec8c2e00b,8,0.35,12.1,6.0,7,1.0,1.0,0,,,,,,
71,0.9727359999302042,-1.718904018593749,-2.3268415259011284,12,6,0.8392249443339397,0.41591403297310997,198.60401461716245,901ec8c2e00b,10,0.4,12.2,6.1,7,1.0,1.0,0,,,,,,
72,0.9723519999292212,-1.7220030106748685,-2.3270076039931946,12,6,0.8390310182598798,0.41556852021020174,203.93247547242723,901ec8c2e00b,11,0.25,12.5,6.1,7,1.0,1.0,0,,,,,,
73,0.9719679999282381,-1.725649273342196,-2.326630240909594,11,6,0.7967672643247823,0.4244249077994362,207.19667451772443,61fbb7281e51,10,0.3,12.15,6.05,7,1.0,1.0,0,,,,,,
74,0.9715839999272551,-1.7285712479496134,-2.326092926481929,12,6,0.8411658675166478,0.4151578475685093,208.97720936182282,901ec8c2e00b,6,0.6,12.0,6.0,6,1.0,1.0,0,0.1,0.0,0.7479659869434147,-588.7869757608022,0.9905324524549792,0.21099284010797462
75,0.971199999926272,-1.7306662360285565,-2.3266375299039006,12,6,0.8444330857197276,0.41617289672705626,211.46585351553642,901ec8c2e00b,9,0.4,12.25,6.1,7,1.0,1.0,0,,,,,,
76,0.970815999925289,-1.7330962895461501,-2.3259783573083443,12,6,0.8495720185332065,0.42003735658479596,212.69312945464173,901ec8c2e00b,8,0.35,11.9,6.05,7,1.0,1.0,0,,,,,,
77,0.970431999924306,-1.7358834507150693,-2.326265255183667,12,6,0.8509586409031357,0.42377434876574416,211.91654726725446,901ec8c2e00b,8,0.45,12.3,6.05,7,1.0,1.0,0,,,,,,
78,0.9700479999233229,-1.738936716434758,-2.3259637495829977,12,6,0.8561153424702008,0.4244713238685676,211.96783990492324,901ec8c2e00b,8,0.45,12.25,6.2,7,1.0,1.0,0,,,,,,
79,0.9696639999223399,-1.7413704415519915,-2.3260869712684,12,6,0.852677878321106,0.4247589906216852,207.98991753487323,901ec8c2e00b,10,0.45,12.25,6.15,7,1.0,1.0,0,0.7,0.0,0.6842551259162987,51.72558703167668,0.9917970695040947,0.16199321129448188
80,0.9692799999213568,-1.7453911719936885,-2.327254320829842,12,6,0.8502791586502106,0.4252625072889572,207.67650689114157,901ec8c2e00b,7,0.5,12.2,6.15,7,1.0,1.0,0,,,,,,
81,0.9688959999203738,-1.7481643905408895,-2.3278435253686616,12,6,0.8495713932675836,0.421678240221042,200.84466178473733,901ec8c2e00b,7,0.35,11.85,6.15,7,1.0,1.0,0,,,,,,
82,0.9685119999193907,-1.7521629694808138,-2.3274673118005764,12,6,0.8518473956788235,0.4201243772783901,201.50874749106742,901ec8c2e00b,7,0.35,12.0,6.05,7,1.0,1.0,0,,,,,,
83,0.9681279999184077,-1.752021761515112,-2.327776740122798,12,6,0.8540146297913556,0.42371831004450294,203.75106113992422,901ec8c2e00b,11,0.2,12.4,6.15,7,1.0,1.0,0,,,,,,
84,0.9677439999174247,-1.7534556092075382,-2.3292626072543423,12,6,0.8580244627547043,0.4258265777569235,204.62782262721387,901ec8c2e00b,7,0.35,12.05,6.0,6,1.0,1.0,0,0.1,0.0,0.596469300967124,-577.8101721427229,0.9945882470306804,-0.09013539658309819
85,0.9673599999164416,-1.7563087897938265,-2.3290058933465425,12,6,0.8545699465576764,0.42683356691573004,203.80652662491045,901ec8c2e00b,8,0.4,11.8,6.1,7,1.0,1.0,0,,,,,,
86,0.9669759999154586,-1.7585811603391184,-2.328700886904739,12,6,0.8579358727984273,0.4281571195135262,202.01621158699763,901ec8c2e00b,6,0.45,12.1,6.1,7,1.0,1.0,0,,,,,,
87,0.9665919999144755,-1.7606117502494678,-2.3286787905805553,12,6,0.8561413130184999,0.42855873873553807,198.35863818663213,901ec8c2e00b,6,0.55,12.15,6.0,6,1.0,1.0,0,,,,,,
88,0.9662079999134925,-1.7652969140285222,-2.3290140910697197,12,6,0.8615081712594007,0.4260095002142016,196.26473841891024,901ec8c2e00b,5,0.45,11.9,6.0,6,1.0,1.0,0,,,,,,
89,0.9658239999125094,-1.7679212932952786,-2.3285571691173734,12,6,0.8684232883331663,0.42949967089255386,191.26667907205854,901ec8c2e00b,6,0.6,12.15,6.0,6,1.0,1.0,0,0.3,0.0,0.613904979297069,-411.64925250631995,0.9943814561143786,0.04391148006555382
90,0.9654399999115264,-1.7717832847044497,-2.328715791949369,12,6,0.8681868429133509,0.42573366095495774,193.17364206168733,901ec8c2e00b,6,0.5,11.85,6.05,7,1.0,1.0,0,,,,,,
91,0.9650559999105434,-1.7754218268981714,-2.3294859487093036,12,6,0.8772134667044579,0.4291131069389564,191.74618762577128,901ec8c2e00b,4,0.55,12.15,6.0,6,1.0,1.0,0,,,,,,
92,0.9646719999095603,-1.7781128300700202,-2.3304228175957613,11,6,0.8419058499570418,0.4410632853631804,190.66988807373846,61fbb7281e51,7,0.45,11.95,6.0,6,1.0,1.0,0,,,,,,
93,0.9642879999085773,-1.7804687728895923,-2.330983038910006,12,6,0.8901967522553335,0.4365332462365075,191.90432517619806,901ec8c2e00b,6,0.55,11.9,6.05,7,1.0,1.0,0,,,,,,
94,0.9639039999075942,-1.7830256349646487,-2.330577198966567,11,6,0.8532859159865741,0.44879081927495157,190.85998989091874,61fbb7281e51,5,0.4,11.7,6.0,6,1.0,1.0,0,0.1,0.0,0.5623191058328646,-656.1268895103394,0.9560311293650284,0.021495187872149858
95,0.9635199999066112,-1.7850575455147895,-2.3306198534444427,12,6,0.8862669663795016,0.4346074785732241,192.60766797652533,901ec8c2e00b,7,0.3,11.95,6.05,7,1.0,1.0,0,,,,,,
96,0.9631359999056281,-1.7885927832573825,-2.3310213221580107,11,6,0.8392511298683754,0.4506496043062696,201.92394332998822,61fbb7281e51,4,0.35,11.85,6.0,6,1.0,1.0,0,,,,,,
97,0.9627519999046451,-1.7925627863162852,-2.3310914193889305,11,6,0.8406810241670805,0.4514630075903005,197.0635763425239,61fbb7281e51,5,0.45,11.65,6.0,6,1.0,1.0,0,,,,,,
98,0.9623679999036621,-1.7966215391563856,-2.331073495735918,11,6,0.83598702525868,0.4521147303059606,196.019972887284,61fbb7281e51,8,0.25,12.2,6.1,7,1.0,1.0,0,,,,,,
99,0.961983999902679,-1.800542950370365,-2.3313853332848766,12,6,0.865868772643886,0.43858131578208065,191.06948326904435,901ec8c2e00b,7,0.35,11.9,6.05,7,1.0,1.0,0,0.2,0.0,0.6648847290101544,-422.77832576594346,0.9535081693054425,0.05850365234519566
100,0.961599999901696,-1.8039815905597334,-2.331289749900042,11,6,0.8355110869000502,0.4467366832342751,184.76533223773183,61fbb7281e51,8,0.4,11.9,6.1,7,1.0,1.0,0,,,,,,
101,0.9612159999007129,-1.8073613355159677,-2.331521968995259,11,6,0.8333214330143425,0.44847069781678905,181.38115020926796,61fbb7281e51,6,0.4,12.05,6.1,7,1.0,1.0,0,,,,,,
102,0.9608319998997299,-1.810103277404922,-2.332320881339411,11,6,0.8327112695389148,0.45225739587015196,176.2692390664292,61fbb7281e51,8,0.5,12.1,6.15,7,1.0,1.0,0,,,,,,
103,0.9604479998987469,-1.8131151849707168,-2.3328416630579576,11,6,0.8358252642899122,0.45416917890462116,173.97704437283153,61fbb7281e51,8,0.35,11.95,6.05,7,1.0,1.0,0,,,,,,
104,0.9600639998977638,-1.8168055224773478,-2.3330388780093947,11,6,0.8436027302180087,0.4582447963395658,173.13369410206414,61fbb7281e51,7,0.4,12.0,6.15,7,1.0,1.0,0,0.1,0.0,0.5785212911195817,-550.4753883656396,0.9293637665369248,-0.12508221636489472
105,0.9596799998967808,-1.8188578895142897,-2.3326401229150275,11,6,0.8436874756998246,0.45727411778125504,165.19418400742396,61fbb7281e51,9,0.4,12.2,6.15,8,1.0,1.0,0,,,,,,
106,0.9592959998957977,-1.8209156251168728,-2.332402135541259,12,6,0.8787164327254732,0.45136360910910933,166.05388896757123,901ec8c2e00b,8,0.3,12.2,6.05,7,1.0,1.0,0,,,,,,
107,0.9589119998948147,-1.823652308257376,-2.333329742069954,11,6,0.8407852799218392,0.4627283268983623,162.37973926028704,61fbb7281e51,9,0.5,12.3,6.15,7,1.0,1.0,0,,,,,,
108,0.9585279998938316,-1.8267583194560857,-2.333414803346259,12,6,0.885661350596357,0.4539842284211422,161.85230671752234,901ec8c2e00b,4,0.55,11.75,6.0,6,1.0,1.0,0,,,,,,
109,0.9581439998928486,-1.8295011222769468,-2.333525249457987,12,6,0.879521875505579,0.44769097504740923,161.41413762866512,901ec8c2e00b,5,0.55,11.9,6.0,6,1.0,1.0,0,0.2,0.0,0.6153894566604614,-415.0808961687009,0.9317260159500884,0.006609110418136715
110,0.9577599998918656,-1.8308969421338799,-2.334321439979087,12,6,0.87642634328706,0.4489236171054472,159.89363543813587,901ec8c2e00b,7,0.45,12.15,6.1,7,1.0,1.0,0,,,,,,
111,0.9573759998908825,-1.8326898732539005,-2.334833593711771,11,6,0.8368439275238007,0.45711649349821687,158.05634012201602,61fbb7281e51,6,0.6,12.05,6.15,7,1.0,1.0,0,,,,,,
112,0.9569919998898995,-1.8373048799480214,-2.335250500529584,12,6,0.865852963378474,0.44304659383467815,153.96193953431458,901ec8c2e00b,8,0.45,11.95,6.05,7,1.0,1.0,0,,,,,,
113,0.9566079998889164,-1.839140388226578,-2.3351342666580672,12,6,0.8295449798701878,0.42190721694101396,154.89842007688557,901ec8c2e00b,7,0.55,12.15,6.05,7,1.0,1.0,0,,,,,,
114,0.9562239998879334,-1.8402351947324855,-2.3347592674127036,12,6,0.8321071350345406,0.42273636811796467,151.36461832872925,901ec8c2e00b,7,0.45,12.15,5.9,6,1.0,1.0,0,0.5,0.0,0.5629739835525849,-146.84743051755706,0.9411176757581663,-0.055116887202179214
115,0.9558399998869505,-1.8417132975028125,-2.3343500591604522,12,6,0.8299647318363569,0.42166384739297774,150.69991079404156,901ec8c2e00b,6,0.3,12.15,6.05,7,1.0,1.0,0,,,,,,
116,0.9554559998859674,-1.8450435776051626,-2.3343573546331955,12,6,0.8379814007491759,0.42224780392274824,151.40650185714694,901ec8c2e00b,7,0.45,12.0,6.1,7,1.0,1.0,0,,,,,,
117,0.9550719998849844,-1.8483409677704603,-2.334525155200879,12,6,0.8401289033662208,0.4304862228921744,153.60720052002773,901ec8c2e00b,6,0.6,12.2,6.0,6,1.0,1.0,0,,,,,,
118,0.9546879998840013,-1.8516786748975518,-2.334808067943488,12,6,0.8399974201927227,0.430128024940171,151.6075387372508,901ec8c2e00b,7,0.4,11.8,6.05,7,1.0,1.0,0,,,,,,
119,0.9543039998830183,-1.8528693749537963,-2.33569725032431,11,6,0.8069511385020521,0.43976220479281675,150.0781635847642,61fbb7281e51,6,0.45,11.95,6.05,7,1.0,1.0,0,0.6,0.0,0.5971973787730044,-38.04402435099734,0.9918579125220783,-0.14465451972066656
120,0.9539199998820352,-1.854715010709738,-2.3342011267544396,12,6,0.8430349591036262,0.4255864768106734,143.73310810530037,901ec8c2e00b,5,0.7,12.0,6.05,7,1.0,1.0,0,,,,,,
121,0.9535359998810522,-1.8559166813625576,-2.3346718466609215,12,6,0.8434878866658211,0.42828039401230844,145.57388679374495,901ec8c2e00b,5,0.5,11.95,6.0,6,1.0,1.0,0,,,,,,
122,0.9531519998800692,-1.859076276699421,-2.334786566326663,12,6,0.8505701099124621,0.43264998126043946,145.74534839170838,901ec8c2e00b,6,0.55,12.05,6.0,6,1.0,1.0,0,,,,,,
123,0.9527679998790861,-1.8613628193538116,-2.3345049531633792,12,6,0.8609369843031709,0.4416677444843723,144.59353028594742,901ec8c2e00b,7,0.45,12.15,6.05,7,1.0,1.0,0,,,,,,
124,0.9523839998781031,-1.864267680309524,-2.334974646344445,12,6,0.858192306970972,0.4388433234228051,143.33812695772042,901ec8c2e00b,5,0.5,12.25,6.05,7,1.0,1.0,0,0.2,0.0,0.6437603523865281,-460.8457994843199,0.992653478903256,-0.14788489201716618
