epoch,alpha,control_log_std,attr_log_std,n_bodies,n_motors,mass,limb_len_mean,gear_mean,topo,distinct_topologies,top_topology_share,sampled_bodies_mean,pop_motors_mean,pop_motors_max,p_act1,p_act4,design_failed,eval_fall_rate,eval_goal_rate,eval_max_fwd,eval_R_mean,r_fall_return,r_fwd_return
27,0.989631999973458,-0.24902219487883126,-2.2984464453867726,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
28,0.9892479999724749,-0.2604956668162244,-2.2988044043702507,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
29,0.9888639999714919,-0.26993190319809646,-2.298970388324269,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,1.0,0.0,0.415444106974504,62.413981589222885,0.9720872713218771,-0.13465866884661645
30,0.9884799999705088,-0.27893793707880893,-2.2996329056172238,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
31,0.9880959999695258,-0.2903173885190487,-2.2985494440172127,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
32,0.9877119999685428,-0.30013415862592924,-2.2999925684952607,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
33,0.9873279999675597,-0.3103687129183525,-2.299667468379186,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
34,0.9869439999665767,-0.31975988229165575,-2.3002097914747477,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,1.0,0.0,0.42888724647391563,59.81445316648169,0.9206950536541209,-0.26240025256268545
35,0.9865599999655936,-0.33099306235698206,-2.3004805962545407,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
36,0.9861759999646106,-0.3412795500990319,-2.3009515687225366,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
37,0.9857919999636275,-0.35181197325731645,-2.3006877085352495,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
38,0.9854079999626445,-0.36310957749622513,-2.3010126787679774,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
39,0.9850239999616615,-0.37409634837706973,-2.301988848474624,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,1.0,0.0,0.45469278951190334,62.561055599967474,,0.7379196756407741
40,0.9846399999606784,-0.38437844547226147,-2.3014770553864885,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
41,0.9842559999596954,-0.39420270357612347,-2.301856225066959,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
42,0.9838719999587123,-0.40460359162918513,-2.300801069550702,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
43,0.9834879999577293,-0.41452472575773563,-2.302238873716034,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
44,0.9831039999567462,-0.4242228685420702,-2.300172874330378,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,1.0,0.0,0.49481955924949544,69.19945107009097,,0.746857472110714
45,0.9827199999557632,-0.43609174570587017,-2.299910912394994,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
46,0.9823359999547802,-0.4448846199234965,-2.3002605050774285,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
47,0.9819519999537971,-0.4551689951303071,-2.2996788240429384,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
48,0.9815679999528141,-0.46497197711942817,-2.30056622514245,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
49,0.981183999951831,-0.4740335102232337,-2.3007625971692334,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,1.0,0.0,0.6068592352546702,79.08317852372306,,0.9318505307043031
50,0.980799999950848,-0.484490179023332,-2.301233491685029,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
51,0.980415999949865,-0.49462286615235374,-2.302520081245539,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
52,0.9800319999488819,-0.5047870253846484,-2.3021052765789083,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
53,0.9796479999478989,-0.513645893620691,-2.302999506454622,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
54,0.9792639999469158,-0.5236388434381091,-2.3029367135883265,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,1.0,0.0,0.6608582644539875,83.58659664928507,,0.9687723423864919
55,0.9788799999459328,-0.5337905272592046,-2.302926864125005,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
56,0.9784959999449497,-0.5432217619500012,-2.3037252929073104,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
57,0.9781119999439667,-0.5513116514966082,-2.3038485136369657,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
58,0.9777279999429836,-0.558546215341748,-2.303992517666121,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
59,0.9773439999420006,-0.5674251575680188,-2.3054648985417283,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,1.0,0.0,0.7500684167517954,95.38901874973074,,0.9661035230828586
60,0.9769599999410176,-0.5761346384784993,-2.3056803582859025,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
61,0.9765759999400345,-0.5831118828921701,-2.304992609802898,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
62,0.9761919999390515,-0.5906092810645245,-2.306108200453206,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
63,0.9758079999380684,-0.5989838879220226,-2.306458072883929,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
64,0.9754239999370854,-0.607309819528569,-2.306111294998365,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,0.9,0.0,1.2595238258330128,80.46277566127203,0.800343230675084,0.07486743200219291
65,0.9750399999361024,-0.6162052284959674,-2.307076125247606,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
66,0.9746559999351193,-0.6233026971424778,-2.3073427682294354,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
67,0.9742719999341363,-0.6283326558636648,-2.308412498265557,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
68,0.9738879999331532,-0.6351143583652709,-2.3089141591346296,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
69,0.9735039999321703,-0.6443774819449574,-2.308888936942129,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,1.0,0.0,1.5530167162505333,171.2250144799424,0.7270454336472305,0.37033945348260905
70,0.9731199999311873,-0.6514425138566676,-2.309009150019817,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
71,0.9727359999302042,-0.6567291978831211,-2.3089616348779294,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
72,0.9723519999292212,-0.6626165524388032,-2.3100486143244523,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
73,0.9719679999282381,-0.6688004590608156,-2.3106186113871283,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
74,0.9715839999272551,-0.6741239556675965,-2.311820981313042,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,0.9,0.0,2.0365774191627146,170.6923721889018,0.70954488544304,0.236129241428936
75,0.971199999926272,-0.6804990786943821,-2.312046036659094,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
76,0.970815999925289,-0.6847802469072987,-2.312055796208786,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
77,0.970431999924306,-0.6913454633302647,-2.3110214611976088,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
78,0.9700479999233229,-0.695226177271986,-2.3118682143901386,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
79,0.9696639999223399,-0.7013413229421651,-2.3131543974542423,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,0.9,0.1,2.5401685882373726,347.04313796890017,-0.06863834738687645,0.5405612812806362
80,0.9692799999213568,-0.7078433848851207,-2.312875551070707,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
81,0.9688959999203738,-0.7136083288676751,-2.3129388972639244,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
82,0.9685119999193907,-0.719323371022829,-2.3149407343138733,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
83,0.9681279999184077,-0.725167015517513,-2.316601902981087,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
84,0.9677439999174247,-0.7310297315030141,-2.3166755128770022,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,0.8,0.0,2.6503654533032974,129.406199438581,0.2928272641192668,0.5448854712975078
85,0.9673599999164416,-0.7370796178535746,-2.3165836334204677,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
86,0.9669759999154586,-0.7439327597027836,-2.3152565834185923,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
87,0.9665919999144755,-0.7499090028437344,-2.3155104917399143,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
88,0.9662079999134925,-0.7538528087760398,-2.315053923524316,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
89,0.9658239999125094,-0.7598395816370456,-2.3163202309871838,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,0.8,0.0,3.3505356299062603,190.52228470610396,0.39652089028953336,0.5469955193019247
90,0.9654399999115264,-0.7661064618001437,-2.3168203759650794,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
91,0.9650559999105434,-0.7714487887412591,-2.317185937887469,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
92,0.9646719999095603,-0.7775843304319616,-2.3166399397268362,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
93,0.9642879999085773,-0.7842277986432412,-2.316073773413698,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
94,0.9639039999075942,-0.7895697150511469,-2.317486985606766,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,0.8,0.0,2.772042590220373,178.004876696451,0.527437591378163,0.5714957815260381
95,0.9635199999066112,-0.7939728673678393,-2.3180169899249807,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
96,0.9631359999056281,-0.7999301713541799,-2.3187438678046264,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
97,0.9627519999046451,-0.8049978105152875,-2.3178370421736476,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
98,0.9623679999036621,-0.8104700305060772,-2.3176764206264813,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
99,0.961983999902679,-0.8151210382623467,-2.31817419320711,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,1.0,0.0,3.437199670224524,346.05608734351154,0.5226188611816764,0.6687001573264525
100,0.961599999901696,-0.820676953627132,-2.3179694828535804,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
101,0.9612159999007129,-0.8253135949454778,-2.3174633850314788,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
102,0.9608319998997299,-0.8298501237529967,-2.3157180013031784,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
103,0.9604479998987469,-0.83416750154503,-2.315615474391684,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
104,0.9600639998977638,-0.8394786090634165,-2.3168053441543504,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,0.8,0.0,3.372988999715903,174.61212061031864,0.9468223131839203,0.5288788362862131
105,0.9596799998967808,-0.8434751670228021,-2.3157131707362533,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
106,0.9592959998957977,-0.8488761816982748,-2.315687231930263,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
107,0.9589119998948147,-0.8535847645885258,-2.316592548240611,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
108,0.9585279998938316,-0.8564118486006974,-2.3153750000625037,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
109,0.9581439998928486,-0.8620977463761405,-2.3150464308717247,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,1.0,0.0,3.815239613318829,354.7514644923203,0.9334852623991335,0.44733646597736343
110,0.9577599998918656,-0.8649710376853246,-2.314391645914172,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
111,0.9573759998908825,-0.8690944084054752,-2.315485025890787,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
112,0.9569919998898995,-0.8721548106364776,-2.3161458459233706,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
113,0.9566079998889164,-0.8761790421916388,-2.314343571055074,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
114,0.9562239998879334,-0.8816444731455102,-2.315136401219115,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,0.9,0.0,3.713980055406251,265.6829641950388,0.9190418727807869,0.3369923086339075
115,0.9558399998869505,-0.8830611100040432,-2.3151268790117507,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
116,0.9554559998859674,-0.8871904704172003,-2.316115246997805,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
117,0.9550719998849844,-0.8908961321937594,-2.314949326582988,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
118,0.9546879998840013,-0.8949096245724968,-2.3148870752127784,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
119,0.9543039998830183,-0.8989077270171304,-2.3145375600703253,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,0.9,0.0,3.9847247621819912,305.0156855992665,0.9321768891979363,0.014166225405877572
120,0.9539199998820352,-0.9015990229489087,-2.3139513591837058,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
121,0.9535359998810522,-0.9049001908372217,-2.3154193267319068,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
122,0.9531519998800692,-0.9090155477728303,-2.3165206612830107,12,6,0.9494467783436957,0.47277801200700986,192.37666533333334,901ec8c2e00b,1,1.0,12.0,6.0,6,1.0,1.0,0,,,,,,
