epoch,alpha,n_bodies,n_motors,mass,limb_len_mean,limb_len_sum,gear_mean,max_depth,topo,distinct_topologies,top_topology_share,sampled_bodies_mean,pop_motors_mean,pop_motors_max,p_act1,p_act4,step_share_act4,design_failed,eval_fall_rate,eval_goal_rate,eval_max_fwd,eval_R_mean,eval_design_fail_rate,r_fall_return,r_fwd_return
140,0.9462399998623744,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
141,0.9458559998613913,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
142,0.9454719998604083,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
143,0.9450879998594253,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
144,0.9447039998584422,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.0,0.4,3.829009878333321,427.8029642474943,0.0,0.10238164332540853,0.49940493221108856
145,0.9443199998574592,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
146,0.9439359998564761,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
147,0.9435519998554931,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
148,0.94316799985451,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
149,0.942783999853527,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.2,0.5,3.8929066940636927,768.3572356900349,0.0,0.04335440563895152,0.6074740300020388
150,0.942399999852544,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
151,0.9420159998515609,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
152,0.9416319998505779,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
153,0.9412479998495948,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
154,0.9408639998486118,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.2,0.4,3.512479671795572,519.8137208544921,0.0,0.009677076591605513,0.6085359698662329
155,0.9404799998476288,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
156,0.9400959998466457,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
157,0.9397119998456627,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
158,0.9393279998446796,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
159,0.9389439998436966,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.2,0.4,3.60084534867475,557.7548533528817,0.0,-0.0672847985076951,0.6237026284426346
160,0.9385599998427137,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
161,0.9381759998417306,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
162,0.9377919998407476,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
163,0.9374079998397645,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
164,0.9370239998387815,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.1,0.5,3.833285129471192,622.0687344355632,0.0,-0.11218144026245344,0.6718945657490649
165,0.9366399998377984,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
166,0.9362559998368154,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
167,0.9358719998358324,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
168,0.9354879998348493,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
169,0.9351039998338663,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.2,0.4,4.006259877503003,558.1681229223116,0.0,-0.13081875806629764,0.6374690904337315
170,0.9347199998328832,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
171,0.9343359998319002,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
172,0.9339519998309171,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
173,0.9335679998299341,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
174,0.9331839998289511,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.2,0.7,3.6879070458337475,1118.7988457444685,0.0,-0.1929371819630004,0.637037407033125
175,0.932799999827968,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
176,0.932415999826985,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
177,0.9320319998260019,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
178,0.9316479998250189,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
179,0.9312639998240358,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.2,0.5,3.935614952701426,761.5949658873673,0.0,-0.19935487225827592,0.6505263030837596
180,0.9308799998230528,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
181,0.9304959998220698,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
182,0.9301119998210867,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
183,0.9297279998201037,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
184,0.9293439998191206,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.1,0.6,4.573286986091487,882.5424585342762,0.0,-0.19804475684347633,0.6531802863936261
185,0.9289599998181376,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
186,0.9285759998171546,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
187,0.9281919998161715,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
188,0.9278079998151885,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
189,0.9274239998142054,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.2,0.7,4.4550901830800935,1196.0922107204528,0.0,-0.27143594153500683,0.6489635595092862
190,0.9270399998132224,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
191,0.9266559998122393,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
192,0.9262719998112563,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
193,0.9258879998102733,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
194,0.9255039998092902,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.1,0.6,4.756322076785212,916.274262784161,0.0,-0.3048592439630014,0.6308425030249982
195,0.9251199998083072,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
196,0.9247359998073241,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
197,0.9243519998063411,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
198,0.923967999805358,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
199,0.923583999804375,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,1.0,0,0.0,0.9,4.614240647619228,1355.847240437191,0.0,-0.26092800955947487,0.6518021477237497
200,0.923199999803392,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
201,0.9228159998024089,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
202,0.9224319998014259,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
203,0.9220479998004428,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
204,0.9216639997994598,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.1,0.8,4.504390972311683,1261.5928965339135,0.0,-0.3009209127806739,0.6832658591768879
205,0.9212799997984767,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
206,0.9208959997974938,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
207,0.9205119997965108,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
208,0.9201279997955277,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
209,0.9197439997945447,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.1,0.8,4.168092185068028,1243.668503709957,0.0,-0.3667651950872608,0.7458436782185901
210,0.9193599997935616,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
211,0.9189759997925786,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
212,0.9185919997915956,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
213,0.9182079997906125,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
214,0.9178239997896295,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.1,0.7,4.028381195723208,1030.1247696715143,0.0,-0.3045580179060248,0.8213339336693889
215,0.9174399997886464,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
216,0.9170559997876634,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
217,0.9166719997866803,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
218,0.9162879997856973,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
219,0.9159039997847143,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.0,0.8,4.458600155914228,1154.065140897221,0.0,-0.28497670979621686,0.943841584285629
220,0.9155199997837312,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
221,0.9151359997827482,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
222,0.9147519997817651,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
223,0.9143679997807821,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
224,0.913983999779799,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.1,0.9,4.8963670086157,1459.2462779094924,0.0,-0.34950738354553673,0.9324164308557291
225,0.913599999778816,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
226,0.913215999777833,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
227,0.9128319997768499,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
228,0.9124479997758669,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
229,0.9120639997748838,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.0,0.9,5.014542575251178,1349.6551667510741,0.0,-0.307356252665833,0.8793325963288493
230,0.9116799997739008,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
231,0.9112959997729178,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
232,0.9109119997719347,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
233,0.9105279997709517,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
234,0.9101439997699686,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.1,0.7,4.176920553646394,1036.2405195431215,0.0,-0.29637358407153763,0.8259376830247818
235,0.9097599997689856,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
236,0.9093759997680025,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
237,0.9089919997670195,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
238,0.9086079997660365,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
239,0.9082239997650534,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.0,0.9,4.981600810948825,1370.324562212401,0.0,-0.2936354222893297,0.7142947544530053
240,0.9078399997640704,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
241,0.9074559997630873,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
242,0.9070719997621043,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
243,0.9066879997611212,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
244,0.9063039997601382,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.1,0.9,4.9333975233067395,1458.0283164189773,0.0,-0.4197417678916203,0.6319224474056929
245,0.9059199997591552,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
246,0.9055359997581721,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
247,0.9051519997571891,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
248,0.904767999756206,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
249,0.904383999755223,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.1,0.9,4.57582393572302,1401.7690910005701,0.0,-0.4505514394873189,0.6517842530954894
250,0.90399999975424,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
251,0.9036159997532569,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
252,0.903231999752274,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
253,0.9028479997512909,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
254,0.9024639997503079,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.0,1.0,5.020374525676441,1567.759983908408,0.0,-0.5051342725607297,0.7211730535082631
255,0.9020799997493248,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
256,0.9016959997483418,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
257,0.9013119997473588,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
258,0.9009279997463757,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
259,0.9005439997453927,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.0,0.9,4.993067914976556,1342.2055459681683,0.0,-0.5177684119300399,0.5496843917132386
260,0.9001599997444096,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
261,0.8997759997434266,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
262,0.8993919997424435,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
263,0.8990079997414605,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
264,0.8986239997404775,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.0,1.0,5.023042282446971,1531.9874413158404,0.0,-0.6500646047807599,0.6366354841196553
265,0.8982399997394944,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
266,0.8978559997385114,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
267,0.8974719997375283,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
268,0.8970879997365453,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
269,0.8967039997355623,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.0,0.9,4.864348482092869,1349.7433511394138,0.0,-0.45092029474512946,0.6497911952189213
270,0.8963199997345792,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
271,0.8959359997335962,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
272,0.8955519997326131,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
273,0.8951679997316301,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
274,0.894783999730647,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.0,1.0,5.02404432567485,1527.2912290257507,0.0,,0.7591770090915886
275,0.894399999729664,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
276,0.894015999728681,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
277,0.8936319997276979,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
278,0.8932479997267149,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
279,0.8928639997257318,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.0,1.0,5.029369809286852,1516.553600450995,0.0,,0.7639339840598312
280,0.8924799997247488,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
281,0.8920959997237657,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
