ts,cfg,pid,mib,total_mib,bodies_mean,motors_mean,epoch
1788653225,rtg_e4r_s1,694927,7746,14488,18.3,9.55,13
1788653225,rtg_e4r_s2,695070,6346,14488,18.55,9.45,13
1788653230,rtg_e4r_s1,694927,7746,14488,18.3,9.55,13
1788653230,rtg_e4r_s2,695070,6346,14488,18.55,9.45,13
1788653235,rtg_e4r_s1,694927,7746,14488,18.3,9.55,13
1788653235,rtg_e4r_s2,695070,6346,14488,18.55,9.45,13
1788653240,rtg_e4r_s1,694927,7746,14488,18.3,9.55,13
1788653240,rtg_e4r_s2,695070,6346,14488,18.55,9.45,13
1788653245,rtg_e4r_s1,694927,7746,14488,18.3,9.55,13
1788653245,rtg_e4r_s2,695070,6346,14488,18.55,9.45,13
1788653250,rtg_e4r_s1,694927,7748,10990,18.3,9.55,13
1788653251,rtg_e4r_s2,695070,2846,10990,18.55,9.45,13
1788653256,rtg_e4r_s1,694927,7748,10990,18.3,9.55,13
1788653256,rtg_e4r_s2,695070,2846,10990,18.55,9.45,13
1788653261,rtg_e4r_s1,694927,7748,10990,18.3,9.55,13
1788653261,rtg_e4r_s2,695070,2846,10990,18.55,9.45,13
1788653266,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653266,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653271,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653271,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653276,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653276,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653281,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653281,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653287,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653287,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653292,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653292,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653297,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653297,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653302,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653302,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653307,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653307,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653312,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653312,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653318,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653318,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653323,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653323,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653328,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653328,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653333,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653333,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653338,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653338,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653343,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653343,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653348,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653348,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653354,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653354,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653359,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653359,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653364,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653364,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653369,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653369,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653374,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653374,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653379,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653379,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653385,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653385,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653390,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653390,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653395,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653395,rtg_e4r_s2,695070,2846,6040,18.55,9.45,13
1788653400,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653400,rtg_e4r_s2,695070,2846,6040,19.55,9.15,14
1788653405,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653405,rtg_e4r_s2,695070,2846,6040,19.55,9.15,14
1788653410,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653410,rtg_e4r_s2,695070,2846,6040,19.55,9.15,14
1788653416,rtg_e4r_s1,694927,2798,6040,18.3,9.55,13
1788653416,rtg_e4r_s2,695070,2846,6040,19.55,9.15,14
1788653421,rtg_e4r_s1,694927,2798,3193,19.7,9.15,14
1788653426,rtg_e4r_s1,694927,2798,3193,19.7,9.15,14
1788653431,rtg_e4r_s1,694927,2798,3193,19.7,9.15,14
1788653436,rtg_e4r_s1,694927,2798,3193,19.7,9.15,14
1788653441,rtg_e4r_s1,694927,2798,3193,19.7,9.15,14
1788653446,rtg_e4r_s1,694927,2798,3193,19.7,9.15,14
1788653452,rtg_e4r_s1,694927,2798,3193,19.7,9.15,14
